zurich_city_11_c/left/001912.npz,227,199,312,274,car
zurich_city_11_c/left/001912.npz,140,220,273,312,car
zurich_city_11_c/left/001002.npz,339,223,372,246,car
zurich_city_11_c/left/001002.npz,390,221,450,281,car
zurich_city_11_c/left/001391.npz,266,209,278,247,person
zurich_city_11_c/left/001391.npz,429,224,449,262,car
zurich_city_11_c/left/001391.npz,442,204,500,286,car
zurich_city_11_c/left/001391.npz,298,215,341,247,car
zurich_city_11_c/left/001391.npz,22,208,230,351,car
zurich_city_11_c/left/001376.npz,409,215,443,264,car
zurich_city_11_c/left/001376.npz,573,207,640,376,car
zurich_city_11_c/left/001376.npz,306,220,342,248,car
zurich_city_11_c/left/001376.npz,158,215,267,296,car
zurich_city_11_c/left/001824.npz,379,213,409,239,car
zurich_city_11_c/left/001824.npz,362,222,389,241,car
zurich_city_11_c/left/001824.npz,321,211,364,249,car
zurich_city_11_c/left/001824.npz,277,222,336,261,car
zurich_city_11_c/left/000518.npz,243,207,270,233,large_vehicle
zurich_city_11_c/left/000518.npz,243,207,272,233,car
zurich_city_11_c/left/000016.npz,280,224,309,243,car
zurich_city_11_c/left/000016.npz,372,223,397,242,car
zurich_city_11_c/left/000016.npz,241,212,272,258,car
zurich_city_11_c/left/000016.npz,392,225,435,271,car
zurich_city_11_c/left/000016.npz,416,226,481,290,car
zurich_city_11_c/left/000016.npz,0,186,167,361,car
zurich_city_11_c/left/000016.npz,170,205,252,274,car
zurich_city_11_c/left/000016.npz,447,229,640,354,car
zurich_city_11_c/left/001700.npz,218,218,249,243,car
zurich_city_11_c/left/001700.npz,0,228,148,461,car
zurich_city_11_c/left/000864.npz,255,219,293,248,car
zurich_city_11_c/left/001130.npz,306,213,330,236,car
zurich_city_11_c/left/001130.npz,249,221,274,258,car
zurich_city_11_c/left/001130.npz,199,221,265,272,car
zurich_city_11_c/left/001847.npz,358,212,393,242,car
zurich_city_11_c/left/001847.npz,341,222,374,247,car
zurich_city_11_c/left/001847.npz,287,208,343,259,car
zurich_city_11_c/left/001847.npz,211,222,306,284,car
zurich_city_11_c/left/001472.npz,405,216,436,237,car
zurich_city_11_c/left/001472.npz,324,217,344,241,car
zurich_city_11_c/left/001472.npz,174,224,233,254,car
zurich_city_11_c/left/001472.npz,300,218,336,247,car
zurich_city_11_c/left/001472.npz,0,214,98,465,car
zurich_city_11_c/left/001575.npz,264,219,288,238,car
zurich_city_11_c/left/001575.npz,0,225,191,421,car
zurich_city_11_c/left/001575.npz,318,220,363,255,car
zurich_city_11_c/left/001575.npz,130,214,233,311,car
zurich_city_11_c/left/001495.npz,437,220,490,258,car
zurich_city_11_c/left/001495.npz,0,230,92,281,car
zurich_city_11_c/left/001495.npz,315,218,341,247,car
zurich_city_11_c/left/001495.npz,420,216,477,249,car
zurich_city_11_c/left/001495.npz,92,226,192,273,car
zurich_city_11_c/left/001495.npz,282,219,331,258,car
zurich_city_11_c/left/000582.npz,127,222,155,272,person
zurich_city_11_c/left/000582.npz,160,215,226,245,car
zurich_city_11_c/left/000582.npz,269,203,311,243,car
zurich_city_11_c/left/000582.npz,269,203,311,243,large_vehicle
zurich_city_11_c/left/001552.npz,556,213,640,387,car
zurich_city_11_c/left/001552.npz,313,220,348,248,car
zurich_city_11_c/left/001552.npz,207,216,263,268,car
zurich_city_11_c/left/001552.npz,169,223,252,290,car
zurich_city_11_c/left/001552.npz,0,220,205,397,car
zurich_city_11_c/left/000701.npz,173,200,277,287,car
zurich_city_11_c/left/000701.npz,322,217,350,239,car
zurich_city_11_c/left/000701.npz,273,220,303,264,car
zurich_city_11_c/left/000646.npz,12,213,141,267,car
zurich_city_11_c/left/000646.npz,15,212,94,238,car
zurich_city_11_c/left/000646.npz,196,186,299,281,large_vehicle
zurich_city_11_c/left/000646.npz,296,208,326,246,car
zurich_city_11_c/left/000859.npz,0,247,64,465,car
zurich_city_11_c/left/000859.npz,258,219,293,245,car
zurich_city_11_c/left/000476.npz,598,261,640,441,car
zurich_city_11_c/left/000476.npz,515,225,640,341,car
zurich_city_11_c/left/000096.npz,402,218,437,243,car
zurich_city_11_c/left/000096.npz,402,223,457,268,car
zurich_city_11_c/left/000096.npz,168,221,253,274,car
zurich_city_11_c/left/000490.npz,566,230,640,459,car
zurich_city_11_c/left/001476.npz,407,218,440,241,car
zurich_city_11_c/left/001476.npz,322,218,343,244,car
zurich_city_11_c/left/001476.npz,162,225,225,257,car
zurich_city_11_c/left/001476.npz,297,220,334,250,car
zurich_city_11_c/left/001112.npz,238,222,261,252,car
zurich_city_11_c/left/001112.npz,207,223,256,260,car
zurich_city_11_c/left/001112.npz,0,240,61,464,car
zurich_city_11_c/left/000208.npz,330,210,353,235,car
zurich_city_11_c/left/000208.npz,237,214,275,252,large_vehicle
zurich_city_11_c/left/000208.npz,330,209,353,234,large_vehicle
zurich_city_11_c/left/000208.npz,237,213,275,253,car
zurich_city_11_c/left/000208.npz,577,248,640,471,car
zurich_city_11_c/left/000208.npz,347,217,378,240,car
zurich_city_11_c/left/000208.npz,398,223,428,266,car
zurich_city_11_c/left/000208.npz,417,220,485,286,car
zurich_city_11_c/left/000208.npz,456,227,622,332,car
zurich_city_11_c/left/001305.npz,0,254,87,465,car
zurich_city_11_c/left/001305.npz,281,222,310,247,car
zurich_city_11_c/left/001305.npz,231,216,285,265,car
zurich_city_11_c/left/001305.npz,0,224,30,278,car
zurich_city_11_c/left/000795.npz,0,227,16,302,car
zurich_city_11_c/left/000795.npz,201,216,282,279,car
zurich_city_11_c/left/000241.npz,323,209,352,240,car
zurich_city_11_c/left/000241.npz,323,208,352,240,large_vehicle
zurich_city_11_c/left/000241.npz,612,234,640,433,car
zurich_city_11_c/left/000241.npz,152,210,233,278,car
zurich_city_11_c/left/000241.npz,345,217,388,250,car
zurich_city_11_c/left/000241.npz,467,231,629,349,car
zurich_city_11_c/left/000266.npz,358,220,373,249,car
zurich_city_11_c/left/000266.npz,331,205,366,242,car
zurich_city_11_c/left/000266.npz,346,219,371,245,car
zurich_city_11_c/left/000266.npz,331,205,367,241,large_vehicle
zurich_city_11_c/left/000266.npz,364,213,425,259,car
zurich_city_11_c/left/000266.npz,237,216,266,241,car
zurich_city_11_c/left/000266.npz,0,194,165,358,car
zurich_city_11_c/left/000007.npz,284,224,311,242,car
zurich_city_11_c/left/000007.npz,384,224,414,263,car
zurich_city_11_c/left/000007.npz,0,199,93,442,car
zurich_city_11_c/left/000007.npz,401,225,451,276,car
zurich_city_11_c/left/000007.npz,253,213,279,253,car
zurich_city_11_c/left/000007.npz,198,208,263,265,car
zurich_city_11_c/left/000007.npz,69,196,206,311,car
zurich_city_11_c/left/000007.npz,419,227,550,313,car
zurich_city_11_c/left/001160.npz,311,208,343,234,car
zurich_city_11_c/left/001160.npz,404,215,470,253,car
zurich_city_11_c/left/001160.npz,195,217,252,284,car
zurich_city_11_c/left/001160.npz,46,215,221,336,car
zurich_city_11_c/left/000818.npz,280,217,305,237,car
zurich_city_11_c/left/000818.npz,218,219,261,276,car
zurich_city_11_c/left/000818.npz,86,208,243,323,car
zurich_city_11_c/left/000879.npz,400,221,421,246,car
zurich_city_11_c/left/000879.npz,241,222,287,256,car
zurich_city_11_c/left/000780.npz,238,216,300,264,car
zurich_city_11_c/left/000780.npz,0,223,115,273,car
zurich_city_11_c/left/001918.npz,202,198,300,284,car
zurich_city_11_c/left/001918.npz,75,221,252,338,car
zurich_city_11_c/left/000850.npz,264,220,297,244,car
zurich_city_11_c/left/000850.npz,0,218,164,436,car
zurich_city_11_c/left/000653.npz,61,217,117,240,car
zurich_city_11_c/left/000653.npz,0,212,65,229,car
zurich_city_11_c/left/000653.npz,170,180,290,291,large_vehicle
zurich_city_11_c/left/000653.npz,288,208,322,247,car
zurich_city_11_c/left/001951.npz,0,133,117,466,car
zurich_city_11_c/left/000385.npz,142,202,198,227,car
zurich_city_11_c/left/000385.npz,335,215,367,244,car
zurich_city_11_c/left/000385.npz,223,214,278,267,car
zurich_city_11_c/left/000385.npz,145,218,253,294,car
zurich_city_11_c/left/000562.npz,165,219,187,260,car
zurich_city_11_c/left/000562.npz,262,206,297,240,car
zurich_city_11_c/left/000562.npz,262,206,298,240,large_vehicle
zurich_city_11_c/left/001349.npz,447,213,520,279,car
zurich_city_11_c/left/001349.npz,406,217,421,248,car
zurich_city_11_c/left/001349.npz,332,219,362,240,car
zurich_city_11_c/left/001349.npz,254,214,312,259,car
zurich_city_11_c/left/001349.npz,48,195,245,348,car
zurich_city_11_c/left/000283.npz,348,208,386,253,car
zurich_city_11_c/left/000283.npz,345,207,387,251,large_vehicle
zurich_city_11_c/left/000283.npz,359,225,387,256,car
zurich_city_11_c/left/000283.npz,377,225,401,264,car
zurich_city_11_c/left/000283.npz,230,222,266,251,car
zurich_city_11_c/left/000283.npz,389,219,474,281,car
zurich_city_11_c/left/001633.npz,345,223,385,257,car
zurich_city_11_c/left/001633.npz,494,236,640,419,car
zurich_city_11_c/left/000843.npz,0,282,78,465,car
zurich_city_11_c/left/000843.npz,268,223,298,247,car
zurich_city_11_c/left/000843.npz,0,221,202,355,car
zurich_city_11_c/left/000397.npz,112,203,174,225,car
zurich_city_11_c/left/000397.npz,335,219,373,252,car
zurich_city_11_c/left/000397.npz,188,216,266,286,car
zurich_city_11_c/left/000397.npz,45,221,223,338,car
zurich_city_11_c/left/000599.npz,261,202,310,249,car
zurich_city_11_c/left/000599.npz,141,224,285,298,large_vehicle
zurich_city_11_c/left/000599.npz,261,202,310,249,large_vehicle
zurich_city_11_c/left/000599.npz,308,213,326,238,car
zurich_city_11_c/left/000814.npz,229,220,266,270,car
zurich_city_11_c/left/000814.npz,280,218,307,237,car
zurich_city_11_c/left/000814.npz,118,209,252,311,car
zurich_city_11_c/left/000567.npz,167,218,227,243,car
zurich_city_11_c/left/000567.npz,269,206,305,244,car
zurich_city_11_c/left/000567.npz,268,207,304,244,large_vehicle
zurich_city_11_c/left/000430.npz,352,212,390,232,car
zurich_city_11_c/left/000430.npz,37,194,118,214,car
zurich_city_11_c/left/000430.npz,0,202,172,467,car
zurich_city_11_c/left/000430.npz,353,216,416,268,car
zurich_city_11_c/left/001819.npz,380,211,409,236,car
zurich_city_11_c/left/001819.npz,364,220,393,239,car
zurich_city_11_c/left/001819.npz,321,211,365,246,car
zurich_city_11_c/left/001819.npz,284,221,339,258,car
zurich_city_11_c/left/001819.npz,0,239,54,464,car
zurich_city_11_c/left/000317.npz,380,199,450,269,car
zurich_city_11_c/left/000317.npz,380,199,450,269,large_vehicle
zurich_city_11_c/left/000317.npz,258,219,279,243,car
zurich_city_11_c/left/000317.npz,199,220,265,269,car
zurich_city_11_c/left/000317.npz,531,207,640,442,car
zurich_city_11_c/left/000317.npz,408,227,485,285,car
zurich_city_11_c/left/000317.npz,460,229,573,322,car
zurich_city_11_c/left/001756.npz,329,214,356,237,large_vehicle
zurich_city_11_c/left/001756.npz,330,215,356,237,car
zurich_city_11_c/left/001756.npz,393,221,437,259,car
zurich_city_11_c/left/001756.npz,259,221,286,258,car
zurich_city_11_c/left/001756.npz,308,219,337,240,car
zurich_city_11_c/left/001756.npz,213,220,272,270,car
zurich_city_11_c/left/000095.npz,402,218,436,243,car
zurich_city_11_c/left/000095.npz,401,223,456,267,car
zurich_city_11_c/left/000095.npz,172,221,255,273,car
zurich_city_11_c/left/000519.npz,249,211,271,233,car
zurich_city_11_c/left/000519.npz,240,207,264,233,large_vehicle
zurich_city_11_c/left/000752.npz,154,225,213,254,car
zurich_city_11_c/left/000752.npz,294,219,336,253,car
zurich_city_11_c/left/000752.npz,0,221,216,463,car
